report_year,agency_jurisdiction,population,violent_crimes,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1995,"Prince George's County, MD",640535,7926,1237.4,19.83,56.36,566.09,595.13
1995,"Raleigh, NC",240891,2039,846.44,7.47,43.17,526.79,269
1995,"Sacramento, CA",375845,4280,1138.77,15.17,42.04,515.11,566.46
1995,"Salt Lake City, UT",175765,1375,782.29,15.36,84.2,361.85,320.88
1995,"San Antonio, TX",999900,5178,517.85,14.2,65.81,203.32,234.52
1995,"San Diego, CA",1157771,11077,956.75,7.86,29.89,638.81,280.19
1995,"San Francisco, CA",738371,10903,1476.63,13.41,41.17,545.93,876.12
1995,"San Jose, CA",822845,6649,808.05,4.62,47.03,609.47,146.93
1995,"Seattle, WA",529526,4904,926.11,7.74,49.1,451.35,417.92
1995,"St. Louis, MO",371425,12452,3352.49,54.92,73.5,1841.29,1382.78
1995,"Suffolk County, NY",1212776,2269,187.09,2.47,2.72,102.99,78.91
1995,"Tampa, FL",289882,8735,3013.3,16.21,95.56,1995.64,905.89
1995,"Tucson, AZ",449981,5427,1206.05,14.45,64.89,861.81,264.9
1995,"Tulsa, OK",377152,4359,1155.77,7.95,67.61,829.11,251.09
1995,"Virginia Beach, VA",435959,968,222.04,3.67,22.71,85.79,109.87
1995,"Washington, DC",554000,14745,2661.55,65.16,52.71,1304.69,1238.99
1995,"Wichita, KS",311675,2185,701.05,13.15,65.13,335.61,287.16
1995,United States,,1798792,684.5,8.2,,,
1996,"Albuquerque, NM",426736,6267,1468.59,16.4,87.88,896.1,468.21
1996,"Arlington, TX",298632,2478,829.78,5.69,52.24,564.91,206.94
1996,"Atlanta, GA",413123,13699,3315.96,47.44,94.89,2010.54,1163.09
1996,"Aurora, CO",262168,1629,621.36,4.2,73.62,330.32,213.22
1996,"Austin, TX",537484,3821,710.9,7.44,50.23,397.22,256.01
1996,"Baltimore County, MD",721218,7408,1027.15,4.71,37.99,647.93,336.51
1996,"Baltimore, MD",716446,19509,2723.02,46.06,89.47,1136.86,1450.63
1996,"Boston, MA",552519,9154,1656.78,10.68,74.93,943.13,628.03
1996,"Buffalo, NY",313238,4524,1444.27,17.88,85.88,503.13,837.38
1996,"Charlotte, NC",554070,8915,1609,12.81,55.23,1072.79,468.17
1996,"Chicago, IL",2754118,67498,2450.8,28.65,99.92,1346.96,975.27
1996,"Cincinnati, OH",360457,3921,1087.79,8.88,87.39,499.37,492.15
1996,"Cleveland, OH",496049,7631,1538.36,20.76,129.62,569.1,818.87
1996,"Columbus, OH",640297,6216,970.8,13.9,89.18,349.53,518.2
1996,"Dallas, TX",1060585,16280,1535,20.46,69.77,867.54,577.23
1996,"Denver, CO",516224,3832,742.31,12.4,69.35,403.51,257.06
1996,"Detroit, MI",1002299,23239,2318.57,42.7,111.64,1216,948.22
1996,"El Paso, TX",602951,5138,852.14,4.98,40.63,608.34,198.19
1996,"Fairfax County, VA",863918,943,109.15,1.62,12.39,38.78,56.37
1996,"Fort Worth, TX",470254,4984,1059.85,14.46,67.84,617.75,359.81
1996,"Fresno, CA",392049,5461,1392.94,17.6,55.1,787.91,532.33
1996,"Honolulu, HI",878044,2748,312.97,3.08,25.28,122.77,161.84
1996,"Houston, TX",1772143,22456,1267.17,14.73,56.54,728.89,467.01
1996,"Indianapolis, IN",376531,7418,1970.09,30.28,112.61,1136.69,690.51
1996,"Jacksonville, FL",690367,9765,1414.47,12.31,98.64,899.09,404.42
1996,"Kansas City, MO",448474,8885,1981.16,23.19,91.87,1223.71,642.4
1996,"Las Vegas, NV",831303,8409,1011.54,19.37,57.14,495.97,439.07
1996,"Long Beach, CA",440023,5069,1151.99,21.59,35.91,542.02,552.47
1996,"Los Angeles County, CA",979425,12772,1304.03,16.85,28.49,929.73,328.97
1996,"Los Angeles, CA",3498139,62840,1796.38,20.33,41.82,1014.17,720.07
1996,"Louisville, KY",,,,,,,
1996,"Memphis, TN",631626,12535,1984.56,25.49,124.92,888.98,945.18
1996,"Mesa, AZ",340818,2459,721.5,5.28,32.28,535.48,148.47
1996,"Miami-Dade County, FL",1116511,19025,1703.97,12.09,70.58,1052.74,568.56
1996,"Miami, FL",384976,11990,3114.48,32.21,52.21,1695.17,1334.89
1996,"Milwaukee, WI",627139,5974,952.58,20.73,44.81,352.39,534.65
1996,"Minneapolis, MN",361595,6808,1882.77,22.95,142.7,820.53,896.58
1996,"Montgomery County, MD",799302,2165,270.86,1.5,19.27,127.11,122.98
1996,"Nashville, TN",530059,10021,1890.54,16.79,91.88,1232.88,549
1996,"Nassau County, NY",1028175,1835,178.47,0.78,6.91,89.58,81.21
1996,"New Orleans, LA",488300,11021,2257.01,71.88,79.87,937.95,1167.32
1996,"New York City, NY",7339594,98660,1344.22,13.39,31.77,622.28,676.77
1996,"Newark, NJ",261909,8761,3345.05,35.13,68.34,1630.72,1610.86
1996,"Oakland, CA",372145,8168,2194.84,24.99,86.53,1110.05,973.28
1996,"Oklahoma City, OK",469632,5308,1130.25,14.27,101.57,699.7,314.71
1996,"Omaha, NE",350607,4742,1352.51,7.7,59.04,1062.73,223.04
1996,"Orlando, FL",182616,4002,2191.48,7.12,90.35,1502.61,591.4
1996,"Philadelphia, PA",1528403,20190,1320.99,27.48,42.14,388.51,862.86
1996,"Phoenix, AZ",1139793,10529,923.76,16.32,40.36,537.47,329.62
1996,"Pittsburgh, PA",354308,2850,804.38,13.27,58.14,291.27,441.71
1996,"Portland, OR",467906,7835,1674.48,10.9,85.91,1138.05,439.62
1996,"Prince George's County, MD",644346,7307,1134.02,20.49,45.94,529.68,537.91
1996,"Raleigh, NC",245176,2109,860.2,10.2,36.71,514.73,298.56
1996,"Sacramento, CA",379283,3707,977.37,11.34,40.6,431.34,494.09
1996,"Salt Lake City, UT",180180,1501,833.06,11.1,84.36,409.59,328.01
1996,"San Antonio, TX",1021477,4741,464.13,11.45,62.36,160.26,230.06
1996,"San Diego, CA",1168364,10148,868.56,6.76,31.5,573.71,256.6
1996,"San Francisco, CA",745127,9886,1326.75,11,39.99,532.39,743.36
1996,"San Jose, CA",830374,6075,731.6,4.82,41.07,553.49,132.23
1996,"Seattle, WA",539591,4543,841.93,6.86,48.37,422.91,363.79
1996,"St. Louis, MO",374041,10203,2727.78,44.38,71.92,1519.08,1092.39
1996,"Suffolk County, NY",1218234,2068,169.75,3.2,3.12,85.78,77.65
1996,"Tampa, FL",294670,8689,2948.72,14.59,89.59,1938.1,906.44
1996,"Tucson, AZ",472385,5199,1100.59,9.74,59.7,758.49,272.66
1996,"Tulsa, OK",379798,4428,1165.88,8.16,80.04,849.14,228.54
1996,"Virginia Beach, VA",439851,1075,244.4,4.55,28.87,107.54,103.44
1996,"Washington, DC",543000,13411,2469.8,73.11,47.88,1162.06,1186.74
1996,"Wichita, KS",312706,2372,758.54,7.67,72.59,415.09,263.19
1996,United States,,1688540,636.6,7.4,,,
1997,"Albuquerque, NM",431027,5677,1317.09,11.37,62.64,841.94,401.13
1997,"Arlington, TX",303487,2420,797.4,3.95,41.85,577.95,173.65
1997,"Atlanta, GA",420865,12830,3048.48,35.64,86.96,1797.01,1128.87
1997,"Aurora, CO",266967,1658,621.05,6.37,83.53,343.49,187.66
1997,"Austin, TX",546223,3527,645.71,7.32,51.81,351.5,235.07
1997,"Baltimore County, MD",724348,7298,1007.53,3.18,35.07,627.32,341.96
1997,"Baltimore, MD",719587,17416,2420.28,43.36,66.7,1111.05,1199.16
1997,"Boston, MA",555024,7886,1420.84,7.75,63.06,858.52,491.51
1997,"Buffalo, NY",312411,4013,1284.53,14.72,73.62,493.58,702.6
1997,"Charlotte, NC",562005,9165,1630.77,10.5,61.39,1075.61,483.27
1997,"Chicago, IL",2765852,65110,2354.07,27.37,92.02,1320.35,914.33
1997,"Cincinnati, OH",360875,,,,,,
1997,"Cleveland, OH",496624,7244,1458.65,15.5,128.47,542.06,772.62
1997,"Columbus, OH",641338,5987,933.52,13.1,108.52,327.91,483.99
1997,"Dallas, TX",1077829,14915,1383.8,19.39,69.03,773.41,521.98
1997,"Denver, CO",525793,3535,672.32,13.12,67.71,353.18,238.31
1997,"Detroit, MI",1021412,21976,2151.53,45.92,94.77,1207.25,803.59
1997,"El Paso, TX",612754,4849,791.35,3.92,36.72,576.74,173.97
1997,"Fairfax County, VA",871555,909,104.3,1.84,8.15,43.03,51.29
1997,"Fort Worth, TX",477900,4313,902.49,15.48,55.45,538.19,293.37
1997,"Fresno, CA",396843,4782,1205.01,15.12,48.38,689.44,452.07
1997,"Honolulu, HI",880272,2636,299.45,3.86,29.2,128.48,137.91
1997,"Houston, TX",1801370,21157,1174.49,14.1,43.86,664.33,452.21
1997,"Indianapolis, IN",378014,7852,2077.17,31.22,101.32,1217.15,727.49
1997,"Jacksonville, FL",702545,9437,1343.26,10.68,86.26,909.12,337.2
1997,"Kansas City, MO",452070,8569,1895.5,22.12,92.24,1181.45,599.69
1997,"Las Vegas, NV",869696,9052,1040.82,16.79,68.18,525.24,430.61
1997,"Long Beach, CA",445404,4207,944.54,12.57,28.06,488.77,415.13
1997,"Los Angeles County, CA",991403,11427,1152.61,14.73,23.7,839.72,274.46
1997,"Los Angeles, CA",3541309,56538,1596.53,16.27,39.9,961.31,579.05
1997,"Louisville, KY",,,,,,,
1997,"Memphis, TN",637492,11836,1856.65,21.65,147.14,865.89,821.97
1997,"Mesa, AZ",350592,2554,728.48,3.71,35.94,560.48,128.35
1997,"Miami-Dade County, FL",1136368,16995,1495.55,14.26,74.18,943.09,464.02
1997,"Miami, FL",391766,11018,2812.39,25.01,48.24,1586.15,1152.98
1997,"Milwaukee, WI",628507,6618,1052.97,19.41,48.85,419.41,565.31
1997,"Minneapolis, MN",363932,6733,1850.07,15.94,147.28,777.89,908.96
1997,"Montgomery County, MD",802770,2133,265.7,2.74,21.55,136.65,104.76
1997,"Nashville, TN",531908,9291,1746.73,21.06,103.4,1136.66,485.61
1997,"Nassau County, NY",1025460,1614,157.39,1.17,6.05,76.84,73.33
1997,"New Orleans, LA",488509,8404,1720.34,54.66,78.81,773.78,813.09
1997,"New York City, NY",7320477,92853,1268.4,10.52,29.47,617.69,610.73
1997,"Newark, NJ",264270,7227,2734.7,21.57,64.33,1346.35,1302.46
1997,"Oakland, CA",376696,8229,2184.52,26.28,81.23,1152.65,924.35
1997,"Oklahoma City, OK",472046,5065,1072.99,12.5,86.64,677.9,295.95
1997,"Omaha, NE",351745,4873,1385.38,8.81,50.04,1093.97,232.55
1997,"Orlando, FL",185837,4240,2281.57,7.53,93.63,1501.32,679.09
1997,"Philadelphia, PA",1524409,19204,1259.77,27.42,42.64,406.58,783.12
1997,"Phoenix, AZ",1172538,10376,884.92,14.92,36.5,515.8,317.69
1997,"Pittsburgh, PA",353248,2778,786.42,14.15,49.54,285.92,436.8
1997,"Portland, OR",473696,7600,1604.4,9.71,75.15,1108.31,411.23
1997,"Prince George's County, MD",647142,6331,978.3,11.59,46.36,485.67,434.68
1997,"Raleigh, NC",248591,2256,907.51,9.25,41.03,564.78,292.45
1997,"Sacramento, CA",383921,3717,968.17,10.68,41.94,433.42,482.13
1997,"Salt Lake City, UT",185553,1467,790.61,11.32,75.99,369.17,334.14
1997,"San Antonio, TX",1038086,4170,401.7,9.15,59.53,136.89,196.13
1997,"San Diego, CA",1182653,9789,827.72,5.67,32.47,569.4,220.18
1997,"San Francisco, CA",754239,8549,1133.46,7.82,30.89,484.06,610.68
1997,"San Jose, CA",840529,6191,736.56,5.12,44.61,578.8,108.03
1997,"Seattle, WA",547209,5002,914.09,8.95,39.84,485.01,380.29
1997,"St. Louis, MO",377221,9591,2542.54,40.56,59.65,1495.41,946.93
1997,"Suffolk County, NY",1215017,2080,171.19,2.72,2.8,92.18,73.5
1997,"Tampa, FL",299867,7988,2663.85,11.67,88.37,1717.09,846.71
1997,"Tucson, AZ",485933,5116,1052.82,10.29,59.88,685.07,297.57
1997,"Tulsa, OK",381639,4596,1204.28,10.48,72.84,880.68,240.28
1997,"Virginia Beach, VA",443844,1064,239.72,4.28,22.98,96.43,116.03
1997,"Washington, DC",529000,10706,2023.82,56.9,41.21,1075.24,850.47
1997,"Wichita, KS",315690,2631,833.41,10.14,72.22,469.13,281.92
1997,United States,,1636096,611,6.8,,,
1998,"Albuquerque, NM",422417,5563,1316.95,8.76,51.84,855.55,400.79
1998,"Arlington, TX",305948,1859,607.62,4.25,45.11,392.88,165.39
1998,"Atlanta, GA",414262,12624,3047.35,35.97,92.94,1794.03,1124.41
1998,"Aurora, CO",262465,1496,569.98,10.67,72.01,305.56,181.74
1998,"Austin, TX",559758,3026,540.59,5.72,39.12,299.77,195.98
1998,"Baltimore County, MD",726462,6104,840.24,2.89,30.7,548.41,258.24
1998,"Baltimore, MD",662253,16025,2419.77,47.26,70.82,1140.95,1160.73
1998,"Boston, MA",559631,7427,1327.12,6.08,63.61,840.38,417.06
1998,"Buffalo, NY",308648,3485,1129.12,12.64,63.83,490.2,562.45
1998,"Charlotte, NC",593078,8627,1454.61,10.96,56.15,982.84,404.67
1998,"Chicago, IL",2750917,62317,2265.32,25.56,86.77,1312.65,840.34
1998,"Cincinnati, OH",344828,,,,,,
1998,"Cleveland, OH",495516,6481,1307.93,16.35,116.24,496.45,678.89
1998,"Columbus, OH",661227,5401,816.81,11.8,101.02,308.52,395.48
1998,"Dallas, TX",1087178,15932,1465.45,23.18,66.59,835.01,540.67
1998,"Denver, CO",509343,2916,572.5,10.01,62.83,290.77,208.9
1998,"Detroit, MI",999976,24427,2442.76,43,85.8,1458.13,855.82
1998,"El Paso, TX",624510,4374,700.39,2.72,38.59,527.29,131.78
1998,"Fairfax County, VA",887432,886,99.84,1.69,13.52,41.47,43.16
1998,"Fort Worth, TX",497830,4329,869.57,12.86,58.86,525.28,272.58
1998,"Fresno, CA",404297,4254,1052.2,8.9,43.29,655.21,344.8
1998,"Honolulu, HI",874736,2342,267.74,1.94,27.67,117.86,120.26
1998,"Houston, TX",1797157,20183,1123.05,14.13,36.39,643.46,429.07
1998,"Indianapolis, IN",759689,8624,1135.2,18.82,77.14,658.43,380.81
1998,"Jacksonville, FL",703251,8113,1153.64,10.52,74.08,777.39,291.65
1998,"Kansas City, MO",447730,8362,1867.64,29.04,85.32,1158.96,594.33
1998,"Las Vegas, NV",908596,7051,776.03,12.77,55.14,345.81,362.32
1998,"Long Beach, CA",430018,3697,859.73,8.84,25.81,414.63,410.45
1998,"Los Angeles County, CA",948423,10270,1082.85,13.81,26.99,808.08,233.97
1998,"Los Angeles, CA",3621680,49201,1358.51,11.76,38.52,871,437.23
1998,"Louisville, KY",,,,,,,
1998,"Memphis, TN",604242,9057,1498.9,19.03,119.49,669.93,690.45
1998,"Mesa, AZ",364588,2413,661.84,3.02,32.91,488.5,137.42
1998,"Miami-Dade County, FL",1070656,14675,1370.66,11.21,72.2,895.43,391.82
1998,"Miami, FL",372949,9505,2548.61,23.06,37.54,1469.91,1018.1
1998,"Milwaukee, WI",588339,5895,1001.97,18.87,48.61,429.68,504.81
1998,"Minneapolis, MN",362124,5524,1525.44,16.02,126.48,728.2,654.75
1998,"Montgomery County, MD",812755,1838,226.14,1.48,19.56,117.5,87.6
1998,"Nashville, TN",524124,8550,1631.29,18.51,92.15,1096.5,424.14
1998,"Nassau County, NY",1031258,1556,150.88,1.26,5.82,78.06,65.74
1998,"New Orleans, LA",471157,6888,1461.93,48.82,63.46,720.35,629.3
1998,"New York City, NY",7357745,85891,1167.35,8.6,27.81,596.01,534.93
1998,"Newark, NJ",269205,5637,2093.94,22.29,60.18,954.29,1057.19
1998,"Oakland, CA",376375,7008,1861.97,19.13,90.34,1048.16,704.35
1998,"Oklahoma City, OK",463637,4616,995.61,12.08,90.8,618.37,274.35
1998,"Omaha, NE",368258,4841,1314.57,7.6,46.98,1002.56,257.43
1998,"Orlando, FL",181527,4088,2252.01,13.77,111.83,1507.76,618.64
1998,"Philadelphia, PA",1449419,21226,1464.45,23.32,51.88,600.31,788.94
1998,"Phoenix, AZ",1225692,10201,832.26,15.09,28.23,481.85,307.09
1998,"Pittsburgh, PA",354228,3156,890.95,10.16,54.77,380.55,445.48
1998,"Portland, OR",488813,6707,1372.1,5.32,73.85,957.63,335.3
1998,"Prince George's County, MD",655302,6963,1062.56,15.41,39.98,591.79,415.38
1998,"Raleigh, NC",256084,2116,826.29,10.93,40.61,461.57,313.18
1998,"Sacramento, CA",384703,3376,877.56,8.06,36.65,393.81,439.04
1998,"Salt Lake City, UT",178579,1465,820.37,8.96,81.76,394.78,334.87
1998,"San Antonio, TX",1100791,4969,451.4,8.09,66.68,214.94,161.7
1998,"San Diego, CA",1205728,8744,725.21,3.48,30.77,515.04,175.91
1998,"San Francisco, CA",741362,7337,989.66,7.82,32.91,419.23,529.7
1998,"San Jose, CA",860211,5155,599.27,3.37,41.5,449.66,104.74
1998,"Seattle, WA",538105,4475,831.62,9.11,44.97,456.42,321.13
1998,"St. Louis, MO",344153,8848,2570.95,32.83,48.82,1472.31,1016.99
1998,"Suffolk County, NY",1218627,2249,184.55,2.46,10.75,101.34,70
1998,"Tampa, FL",295027,7543,2556.72,13.56,90.16,1617.82,835.18
1998,"Tucson, AZ",467677,4834,1033.62,9.62,77.83,628.64,317.53
1998,"Tulsa, OK",386251,4370,1131.39,9.84,69.13,832.62,219.81
1998,"Virginia Beach, VA",436205,990,226.96,3.21,19.26,92.39,112.1
1998,"Washington, DC",523000,8988,1718.55,49.71,36.33,943.02,689.48
1998,"Wichita, KS",329179,2190,665.29,9.42,56.81,357.56,241.51
1998,United States,,1533887,567.6,6.3,,,
1999,"Albuquerque, NM",420169,5255,1250.69,11.42,52.36,790.16,396.75
1999,"Arlington, TX",310910,1951,627.51,3.54,35.06,413.3,175.61
1999,"Atlanta, GA",411291,11226,2729.45,34.77,78.05,1626.59,990.05
1999,"Aurora, CO",255938,1454,568.11,4.3,71.11,314.92,177.78
1999,"Austin, TX",560389,2790,497.87,3.75,34.44,280.88,178.8
1999,"Baltimore County, MD",727051,6067,834.47,4.13,25.86,570.25,234.23
1999,"Baltimore, MD",650588,18677,2870.79,46.88,57.49,1619.46,1146.96
1999,"Boston, MA",557812,7263,1302.05,5.56,60.41,793.82,442.26
1999,"Buffalo, NY",301069,3243,1077.16,10.63,58.46,518.82,489.26
1999,"Charlotte, NC",604931,8138,1345.28,13.89,43.31,872,416.08
1999,"Chicago, IL",2821032,51347,1820.15,22.72,87.52,993.5,716.4
1999,"Cincinnati, OH",337815,2491,737.39,8.29,73.71,297.5,357.89
1999,"Cleveland, OH",497903,6051,1215.3,15.67,101.63,487.85,610.16
1999,"Columbus, OH",673401,5755,854.62,10.54,94.74,299.97,449.36
1999,"Dallas, TX",1091386,15435,1414.26,17.5,60.75,753.54,582.47
1999,"Denver, CO",509624,2909,570.81,12.36,48.86,305.91,203.68
1999,"Detroit, MI",975020,21976,2253.9,42.56,81.02,1327.97,802.34
1999,"El Paso, TX",623888,4280,686.02,2.24,29.65,539.52,114.6
1999,"Fairfax County, VA",903902,575,63.61,1.66,7.3,26.11,28.54
1999,"Fort Worth, TX",498883,4246,851.1,13.43,57.33,490.3,290.05
1999,"Fresno, CA",403966,4008,992.16,6.44,39.61,632.23,313.89
1999,"Honolulu, HI",866566,2198,253.64,4.27,27.12,117.59,104.67
1999,"Houston, TX",1812277,21517,1187.29,13.3,41.27,671.97,460.75
1999,"Indianapolis, IN",759066,7714,1016.25,14.89,55.86,603.24,342.26
1999,"Jacksonville, FL",702462,7265,1034.22,11.82,65.34,714.63,242.43
1999,"Kansas City, MO",443992,7766,1749.13,26.35,74.33,1090.11,558.34
1999,"Las Vegas, NV",922450,6133,664.86,11.82,57.67,257.03,338.34
1999,"Long Beach, CA",437218,3257,744.94,10.52,27.22,349.02,358.17
1999,"Los Angeles County, CA",1002101,9015,899.61,11.68,21.36,666,200.58
1999,"Los Angeles, CA",3650138,46840,1283.24,11.64,35.29,841.5,394.81
1999,"Louisville, KY",,,,,,,
1999,"Memphis, TN",609851,8602,1410.51,19.35,112.81,669.18,609.17
1999,"Mesa, AZ",368537,2132,578.5,2.44,36.36,439.3,100.4
1999,"Miami-Dade County, FL",1151382,12628,1096.77,8.77,55.76,730.17,302.07
1999,"Miami, FL",373450,7861,2104.97,16.87,30.26,1234.17,823.67
1999,"Milwaukee, WI",580899,6061,1043.38,21.35,46.82,435.7,539.51
1999,"Minneapolis, MN",355949,4943,1388.68,13.2,126.7,659.93,588.85
1999,"Montgomery County, MD",828541,1558,188.04,1.45,14.72,92.93,78.93
1999,"Nashville, TN",522935,8405,1607.27,13,87.97,1131.5,374.81
1999,"Nassau County, NY",1029565,1530,148.61,1.55,8.06,59.83,79.16
1999,"New Orleans, LA",465828,5931,1273.22,33.92,60.11,592.49,586.7
1999,"New York City, NY",7429263,78945,1062.62,8.94,22.91,544.98,485.8
1999,"Newark, NJ",268348,4867,1813.69,25.71,38.38,843.31,906.29
1999,"Oakland, CA",371234,5754,1549.97,16.16,82.16,861.72,589.92
1999,"Oklahoma City, OK",473772,4071,859.27,11.82,84.01,538.87,224.58
1999,"Omaha, NE",372364,4613,1238.84,9.13,46.73,925.17,257.81
1999,"Orlando, FL",183547,3922,2136.78,10.35,92.07,1437.23,597.12
1999,"Philadelphia, PA",1435382,23031,1604.52,20.34,65.07,745.52,773.59
1999,"Phoenix, AZ",1225881,10199,831.97,17.46,32.63,470.36,311.53
1999,"Pittsburgh, PA",347072,3046,877.63,14.12,39.76,368.22,455.53
1999,"Portland, OR",508984,6294,1236.58,6.88,66.8,884.31,278.59
1999,"Prince George's County, MD",661415,5925,895.81,13.46,35.38,522.97,324
1999,"Raleigh, NC",263008,2031,772.22,6.08,34.98,450.18,280.98
1999,"Sacramento, CA",410089,3084,752.03,13.17,34.87,350.41,353.58
1999,"Salt Lake City, UT",177010,1258,710.69,9.04,83.05,344.61,274
1999,"San Antonio, TX",1130173,6340,560.98,8.49,53,351.36,148.12
1999,"San Diego, CA",1238549,7411,598.36,4.6,28.66,418.8,146.3
1999,"San Francisco, CA",756700,6555,866.26,8.46,25.51,373.07,459.23
1999,"San Jose, CA",875840,5088,580.93,2.85,39.62,455.56,82.89
1999,"Seattle, WA",542954,4166,767.28,8.29,34.63,421.95,302.42
1999,"St. Louis, MO",340836,7611,2233.04,38.14,42.25,1333.49,819.16
1999,"Suffolk County, NY",1235278,1953,158.1,1.7,9.71,80.22,66.46
1999,"Tampa, FL",292941,6603,2254.04,10.58,79.54,1371.61,792.31
1999,"Tucson, AZ",471286,4307,913.88,7.64,51.99,582.45,271.81
1999,"Tulsa, OK",382673,4447,1162.09,10.71,61.41,858.17,231.79
1999,"Virginia Beach, VA",437660,1044,238.54,2.74,24.45,95.51,115.84
1999,"Washington, DC",519000,8448,1627.75,46.44,47.78,889.21,644.32
1999,"Wichita, KS",332286,1927,579.92,8.13,50.86,310.27,210.66
1999,United States,,1426044,523,5.7,,,
2000,"Albuquerque, NM",448607,5136,1144.88,7.36,53.28,739.4,344.85
2000,"Arlington, TX",332969,2157,647.81,4.2,28.83,436.08,178.7
2000,"Atlanta, GA",416474,11583,2781.21,32.17,66.75,1644.52,1037.76
2000,"Aurora, CO",276393,1513,547.41,7.96,59.7,308.62,171.13
2000,"Austin, TX",656562,3098,471.85,4.87,57.72,256.18,153.07
2000,"Baltimore County, MD",754292,6176,818.78,4.37,31.55,573.12,209.73
2000,"Baltimore, MD",651154,16003,2457.64,40.08,56.21,1345.76,1015.58
2000,"Boston, MA",589141,7322,1242.83,6.62,55.17,765.01,416.03
2000,"Buffalo, NY",292648,3657,1249.62,13.33,60.14,644.8,531.36
2000,"Charlotte, NC",625810,7516,1201,11.98,49.22,716.19,423.61
2000,"Chicago, IL",2896016,48522,1675.47,21.79,69.09,916.6,667.99
2000,"Cincinnati, OH",331285,2783,840.06,6.64,85.73,323.89,423.8
2000,"Cleveland, OH",478403,6041,1262.74,14.84,128.55,474.7,644.64
2000,"Columbus, OH",711470,5998,843.04,9.42,81.24,316.95,435.44
2000,"Dallas, TX",1188580,16042,1349.68,19.43,53.26,684.18,592.81
2000,"Denver, CO",554636,2885,520.16,5.77,53.37,273.69,187.33
2000,"Detroit, MI",951270,22112,2324.47,41.63,85.25,1370.48,827.1
2000,"El Paso, TX",563662,4396,779.9,3.55,33.35,613.31,129.69
2000,"Fairfax County, VA",933641,154,16.49,0.21,3.21,1.61,11.46
2000,"Fort Worth, TX",534694,3816,713.68,11.41,60.78,395.74,245.75
2000,"Fresno, CA",427652,3843,898.63,5.61,37.65,550.45,304.92
2000,"Honolulu, HI",876303,2302,262.69,2.28,27.39,120.73,112.29
2000,"Houston, TX",1953631,21491,1100.05,11.77,41.61,624.07,422.6
2000,"Indianapolis, IN",793778,6843,862.08,12.09,55.81,472.8,321.37
2000,"Jacksonville, FL",735617,8207,1115.66,10.74,60.22,769.83,274.87
2000,"Kansas City, MO",441545,7181,1626.33,25.59,70.21,1017.56,512.97
2000,"Las Vegas, NV",1060541,6349,598.66,8.49,41.77,231.01,317.39
2000,"Long Beach, CA",461522,3216,696.82,10.62,24.7,332.38,329.13
2000,"Los Angeles County, CA",986997,9401,952.49,11.25,25.13,719.86,196.25
2000,"Los Angeles, CA",3694820,50241,1359.77,14.89,39.49,885.16,420.24
2000,"Louisville, KY",,,,,,,
2000,"Memphis, TN",650100,9616,1479.16,22.61,88.29,739.58,628.67
2000,"Mesa, AZ",396375,2393,603.72,3.78,30.27,460.42,109.24
2000,"Miami-Dade County, FL",1204294,12604,1046.59,8.39,60.28,685.96,291.96
2000,"Miami, FL",362470,7877,2173.15,18.21,32.55,1273.48,848.9
2000,"Milwaukee, WI",596974,5711,956.66,20.44,50.76,379.41,506.05
2000,"Minneapolis, MN",382618,4404,1151.02,13.07,110.29,518.53,509.12
2000,"Montgomery County, MD",856042,1692,197.65,1.28,19.63,94.04,82.71
2000,"Nashville, TN",553168,8978,1623.02,13.02,73.4,1129.86,406.75
2000,"Nassau County, NY",1042131,1462,140.29,1.82,8.16,62.66,67.65
2000,"New Orleans, LA",484674,5155,1063.6,42.09,46.84,475.16,499.51
2000,"New York City, NY",8008278,75692,945.17,8.4,20.35,509.86,406.55
2000,"Newark, NJ",273546,4092,1495.91,21.2,34.73,736.99,702.99
2000,"Oakland, CA",399484,5038,1261.13,20.03,80.1,678.12,482.87
2000,"Oklahoma City, OK",506132,3951,780.63,7.51,76.66,500.86,195.6
2000,"Omaha, NE",390007,3164,811.27,9.49,48.46,528.96,224.35
2000,"Orlando, FL",185951,3926,2111.31,11.29,75.83,1462.75,561.44
2000,"Philadelphia, PA",1517550,22812,1503.21,21.02,67.28,727.95,686.96
2000,"Phoenix, AZ",1321045,9754,738.35,11.51,31.94,410.05,284.85
2000,"Pittsburgh, PA",341247,3267,957.37,10.84,37.51,444.55,464.47
2000,"Portland, OR",529121,5698,1076.88,3.59,69.74,730.27,273.28
2000,"Prince George's County, MD",680508,6503,955.61,9.85,29.1,543.42,373.25
2000,"Raleigh, NC",276093,2049,742.14,9.42,32.24,421.96,278.53
2000,"Sacramento, CA",407018,3117,765.81,9.58,36.12,373.2,346.91
2000,"Salt Lake City, UT",181743,1301,715.85,5.5,75.38,318.03,316.93
2000,"San Antonio, TX",1144646,7908,690.87,7.43,39.84,495.17,148.43
2000,"San Diego, CA",1223400,7160,585.25,4.41,28.53,407.06,145.25
2000,"San Francisco, CA",776733,6499,836.71,7.6,29.48,354.69,444.94
2000,"San Jose, CA",894943,4928,550.65,2.12,37.66,435.22,75.65
2000,"Seattle, WA",563374,4333,769.12,6.39,32.13,437.19,293.41
2000,"St. Louis, MO",348189,7936,2279.22,35.61,32.17,1285.51,925.93
2000,"Suffolk County, NY",1270508,2393,188.35,1.97,7.87,107.75,70.76
