report_year,agency_jurisdiction,population,violent_crimes,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1985,"Los Angeles County, CA",1074561,10624,988.68,15.26,48.39,569.35,355.68
1985,"Los Angeles, CA",3186459,52832,1658.02,24.38,72.75,684.11,876.77
1985,"Louisville, KY",,,,,,,
1985,"Memphis, TN",654626,9738,1487.57,18.64,137.94,564.75,766.24
1985,"Mesa, AZ",202450,1121,553.72,3.95,34.58,438.13,77.06
1985,"Miami-Dade County, FL",859660,13064,1519.67,20.59,63.75,899.77,535.56
1985,"Miami, FL",385892,11186,2898.74,33.95,73.6,1296.48,1494.72
1985,"Milwaukee, WI",621931,4056,652.16,10.93,62.71,243.11,335.41
1985,"Minneapolis, MN",361021,5135,1422.35,8.03,116.06,653.98,644.28
1985,"Montgomery County, MD",573982,1645,286.59,2.09,19.86,147.04,117.6
1985,"Nashville, TN",481286,3376,701.45,16.83,72.31,282.37,329.95
1985,"Nassau County, NY",1067327,1771,165.93,1.69,8.06,62.49,93.69
1985,"New Orleans, LA",561364,8222,1464.65,27.08,80.34,619.38,737.85
1985,"New York City, NY",7183984,135152,1881.3,19.27,54.01,700.95,1107.07
1985,"Newark, NJ",316356,9736,3077.55,36.98,187.76,1171.15,1681.65
1985,"Oakland, CA",362095,6703,1851.17,26.24,146.65,762.51,915.78
1985,"Oklahoma City, OK",443575,4328,975.71,13.75,109.34,495.29,357.32
1985,"Omaha, NE",362883,2498,688.38,6.61,58.97,459.93,162.86
1985,"Orlando, FL",142025,2931,2063.72,16.9,108.43,1303.29,635.1
1985,"Philadelphia, PA",1640102,16209,988.29,16.65,62.25,337.42,571.98
1985,"Phoenix, AZ",890746,7521,844.35,9.99,71.29,490.82,272.24
1985,"Pittsburgh, PA",400969,4353,1085.62,8.48,46.89,278.08,752.18
1985,"Portland, OR",367571,8634,2348.93,11.7,127.59,1255.27,954.37
1985,"Prince George's County, MD",574412,5055,880.03,7.49,59.19,428.44,384.92
1985,"Raleigh, NC",171814,1035,602.4,7.57,33.18,382.97,178.68
1985,"Sacramento, CA",312944,3681,1176.25,12.46,66.79,431.39,665.61
1985,"Salt Lake City, UT",164216,1083,659.5,8.53,60.29,319.09,271.59
1985,"San Antonio, TX",862878,5393,625,20.86,95.49,197.71,310.94
1985,"San Diego, CA",988284,6250,632.41,9.71,34.2,278.66,309.83
1985,"San Francisco, CA",733456,9502,1295.51,11.59,69.81,517.28,696.84
1985,"San Jose, CA",706062,3470,491.46,7.79,58.78,249.69,175.2
1985,"Seattle, WA",495190,6523,1317.27,12.32,89.06,641.77,574.12
1985,"St. Louis, MO",431109,8642,2004.6,39.2,89.07,1148.9,727.43
1985,"Suffolk County, NY",1194000,2630,220.27,2.68,12.23,106.45,98.91
1985,"Tampa, FL",285280,6855,2402.9,24.54,100.95,1346.05,931.37
1985,"Tucson, AZ",381473,3713,973.33,8.39,77.86,611.58,275.51
1985,"Tulsa, OK",374875,2902,774.12,8.8,71.49,481.49,212.34
1985,"Virginia Beach, VA",312584,550,175.95,5.44,31.35,73.58,65.58
1985,"Washington, DC",626000,10171,1624.76,23.48,53.83,711.98,835.46
1985,"Wichita, KS",284915,1672,586.84,9.13,87.39,244.99,245.34
1985,United States,,1327767,558.1,8,,,
1986,"Albuquerque, NM",364196,4292,1178.49,13.45,67.82,754.54,342.67
1986,"Arlington, TX",223106,1450,649.92,9.86,53.79,354.09,232.18
1986,"Atlanta, GA",445617,13162,2953.66,41.74,152.82,1541.01,1218.09
1986,"Aurora, CO",200189,2868,1432.65,5.49,59.94,1077.48,289.73
1986,"Austin, TX",414220,2667,643.86,11.59,93.67,267.25,271.35
1986,"Baltimore County, MD",690668,6792,983.4,4.49,27.8,750.72,200.39
1986,"Baltimore, MD",783542,15229,1943.61,30.63,84.23,809.15,1019.6
1986,"Boston, MA",574107,12395,2159.01,18.29,89.88,966.54,1084.29
1986,"Buffalo, NY",339685,3755,1105.44,10.3,82.72,561.11,451.3
1986,"Charlotte, NC",339767,5487,1614.93,15.6,89.77,1081.62,427.94
1986,"Chicago, IL",3003105,68909,2294.59,25.11,123.47,1116.48,1029.53
1986,"Cincinnati, OH",370482,3340,901.53,12.42,78.55,482.34,328.22
1986,"Cleveland, OH",546544,7115,1301.82,22.69,141.43,461.08,676.62
1986,"Columbus, OH",566115,5148,909.36,13.78,97.15,400.1,398.33
1986,"Dallas, TX",1016488,19275,1896.23,34.14,123.46,824.8,913.83
1986,"Denver, CO",518625,4650,896.6,17.55,81.75,392.58,404.72
1986,"Detroit, MI",1096947,27277,2486.63,59.07,123.16,807.42,1496.97
1986,"El Paso, TX",483925,4734,978.25,9.51,40.92,713.13,214.7
1986,"Fairfax County, VA",658583,964,146.37,2.13,10.48,58.61,75.16
1986,"Fort Worth, TX",432542,7870,1819.48,46.24,129.24,864.19,779.81
1986,"Fresno, CA",281554,3426,1216.82,18.82,85.6,644.99,467.41
1986,"Honolulu, HI",823306,2076,252.15,5.59,29.27,89.52,127.78
1986,"Houston, TX",1779677,20576,1156.16,22.93,85.63,433.67,613.93
1986,"Indianapolis, IN",470591,4307,915.23,13.39,93.07,474.93,333.84
1986,"Jacksonville, FL",616668,8003,1297.78,19.3,100.22,694.21,484.05
1986,"Kansas City, MO",448237,9673,2158.01,25.88,102.62,1261.61,767.9
1986,"Las Vegas, NV",463158,3947,852.19,16.19,69.74,348.91,417.35
1986,"Long Beach, CA",398983,4839,1212.83,15.54,55.14,446.89,695.27
1986,"Los Angeles County, CA",1061016,11499,1083.77,16.02,44.49,703.01,320.26
1986,"Los Angeles, CA",3260856,66378,2035.6,25.58,71.45,1020.71,917.86
1986,"Louisville, KY",,,,,,,
1986,"Memphis, TN",660255,10477,1586.81,24.38,139.19,541.91,881.33
1986,"Mesa, AZ",210702,1208,573.32,5.22,55.53,399.14,113.43
1986,"Miami-Dade County, FL",901784,14934,1656.05,17.96,65.31,929.82,642.95
1986,"Miami, FL",396374,11676,2945.7,37.34,55.76,1397.67,1454.94
1986,"Milwaukee, WI",623278,6135,984.31,13.32,71.24,545.66,354.1
1986,"Minneapolis, MN",362845,5959,1642.3,12.13,135.6,722.62,771.95
1986,"Montgomery County, MD",583337,1630,279.43,1.54,23.83,142.97,111.09
1986,"Nashville, TN",470906,4218,895.72,19.75,87.07,374.17,414.73
1986,"Nassau County, NY",1063822,1978,185.93,1.79,8.08,81.5,94.56
1986,"New Orleans, LA",563927,9165,1625.21,34.93,80.86,593.52,915.9
1986,"New York City, NY",7179609,143251,1995.25,22.03,49.25,798.18,1125.79
1986,"Newark, NJ",318801,10160,3186.94,35.45,184.75,1252.82,1713.92
1986,"Oakland, CA",370556,6985,1885.01,34.81,145.19,683.03,1021.98
1986,"Oklahoma City, OK",444119,4239,954.47,13.51,95.7,511.12,334.14
1986,"Omaha, NE",332368,2726,820.18,9.03,67.7,554.81,188.65
1986,"Orlando, FL",145882,3416,2341.62,9.6,117.9,1371.66,842.46
1986,"Philadelphia, PA",1645144,17207,1045.93,20.85,66.01,372.67,586.39
1986,"Phoenix, AZ",927055,9238,996.49,13.16,61.16,601.58,320.59
1986,"Pittsburgh, PA",402204,4707,1170.3,11.69,62.9,286.92,808.79
1986,"Portland, OR",368439,8804,2389.54,12.49,118.88,1203.18,1054.99
1986,"Prince George's County, MD",588222,5294,900,7.99,67.32,464.96,359.73
1986,"Raleigh, NC",173901,1163,668.77,9.2,43.7,420.93,194.94
1986,"Sacramento, CA",320256,4238,1323.32,21.86,80.56,529.58,691.32
1986,"Salt Lake City, UT",166182,1246,749.78,12.03,64.39,368.87,304.49
1986,"San Antonio, TX",879332,6237,709.29,18.42,91.55,228.36,370.96
1986,"San Diego, CA",1011376,8522,842.61,10.09,38.66,399.85,394.02
1986,"San Francisco, CA",750544,9506,1266.55,15.19,65.55,508.3,677.51
1986,"San Jose, CA",722560,4020,556.36,5.4,59.51,335.61,155.83
1986,"Seattle, WA",501279,6790,1354.54,9.97,88.37,699.21,556.98
1986,"St. Louis, MO",434298,9889,2277.01,44.9,85.89,1380.39,765.83
1986,"Suffolk County, NY",1190985,2595,217.89,2.52,11.42,104.2,99.75
1986,"Tampa, FL",293030,8147,2780.26,26.96,127.97,1426.82,1198.51
1986,"Tucson, AZ",397023,3644,917.83,10.33,63.22,581.83,262.45
1986,"Tulsa, OK",375335,3295,877.88,10.66,72.47,566.16,228.6
1986,"Virginia Beach, VA",316959,736,232.21,7.89,26.82,91.49,106.01
1986,"Washington, DC",626000,9422,1505.11,30.99,52.4,667.89,753.83
1986,"Wichita, KS",286163,1531,535.01,8.04,91.21,230.99,204.78
1986,United States,,1489169,620.1,8.6,,,
1987,"Albuquerque, NM",371756,3845,1034.28,12.91,56.76,699.11,265.5
1987,"Arlington, TX",251372,1412,561.72,7.16,36.6,314.67,203.28
1987,"Atlanta, GA",429953,12893,2998.7,48.14,147.92,1616.46,1186.18
1987,"Aurora, CO",219945,2700,1227.58,9.09,53.65,926.6,238.24
1987,"Austin, TX",469542,2313,492.61,8.31,60.48,214.04,209.78
1987,"Baltimore County, MD",681068,5544,814.02,4.7,29.22,572.19,207.91
1987,"Baltimore, MD",764893,14295,1868.89,29.55,77.79,785.47,976.08
1987,"Boston, MA",575882,11954,2075.77,13.2,95.51,1027.99,939.08
1987,"Buffalo, NY",325787,3555,1091.2,10.74,82.26,521.81,476.38
1987,"Charlotte, NC",356596,5992,1680.33,14.58,86.37,1162.66,416.72
1987,"Chicago, IL",3018338,68368,2265.09,22.83,122.32,1132.15,987.8
1987,"Cincinnati, OH",371585,3167,852.29,18.57,92.58,422.78,318.37
1987,"Cleveland, OH",548171,6964,1270.41,26.45,136.82,461.17,645.97
1987,"Columbus, OH",567800,5381,947.69,14.97,94.05,334.27,504.4
1987,"Dallas, TX",1009947,20086,1988.82,31.98,124.76,931.93,900.15
1987,"Denver, CO",509529,3841,753.83,15.5,78.7,343.26,316.37
1987,"Detroit, MI",1091523,27778,2544.88,62.85,129.82,969.47,1382.75
1987,"El Paso, TX",494954,4332,875.23,5.05,44.25,630.16,195.78
1987,"Fairfax County, VA",690273,965,139.8,2.03,9.85,51.28,76.64
1987,"Fort Worth, TX",432305,7691,1779.07,31.23,110.11,881.32,756.41
1987,"Fresno, CA",291855,3373,1155.71,11.31,67.16,701.72,375.53
1987,"Honolulu, HI",832614,2258,271.19,4.32,38.67,109.89,118.3
1987,"Houston, TX",1739999,18971,1090.29,18.56,67.36,447.36,557.01
1987,"Indianapolis, IN",478693,4543,949.04,11.91,90.25,568.21,278.68
1987,"Jacksonville, FL",629887,9577,1520.43,23.34,96.68,785.06,615.35
1987,"Kansas City, MO",444382,8423,1895.44,29.48,109.37,1018.72,737.88
1987,"Las Vegas, NV",481393,3884,806.83,9.76,63.98,351.48,381.6
1987,"Long Beach, CA",406297,4660,1146.94,15.26,54.39,470.1,607.19
1987,"Los Angeles County, CA",1096165,12325,1124.37,14.96,41.87,773.61,293.93
1987,"Los Angeles, CA",3341726,63833,1910.18,24.27,64.91,1037.22,783.79
1987,"Louisville, KY",,,,,,,
1987,"Memphis, TN",659720,8833,1338.9,21.68,125.96,479.45,711.82
1987,"Mesa, AZ",262428,1293,492.71,3.43,36.58,368.1,84.59
1987,"Miami-Dade County, FL",926139,15579,1682.14,18.68,61.01,970.8,631.65
1987,"Miami, FL",385089,11309,2936.72,33.24,52.46,1398.38,1452.65
1987,"Milwaukee, WI",607885,6008,988.34,15.13,71.89,574.94,326.38
1987,"Minneapolis, MN",359371,5538,1541.03,10.57,144.7,588.25,797.5
1987,"Montgomery County, MD",617920,1707,276.25,2.75,26.7,136.26,110.53
1987,"Nashville, TN",487097,5253,1078.43,20.32,104.5,471.16,482.45
1987,"Nassau County, NY",1052414,1866,177.31,2.09,7.89,71.36,95.97
1987,"New Orleans, LA",549536,7678,1397.18,37.3,65.33,605.6,688.94
1987,"New York City, NY",7284319,148313,2036.06,22.95,48.14,881.95,1083.01
1987,"Newark, NJ",318402,8926,2803.37,25.44,181.22,1268.21,1328.51
1987,"Oakland, CA",365983,6485,1771.94,31.15,147,725.99,867.8
1987,"Oklahoma City, OK",441408,3798,860.43,10.87,86.31,463.74,299.5
1987,"Omaha, NE",374934,2536,676.39,7.47,50.41,466.48,152.03
1987,"Orlando, FL",150250,3411,2270.22,17.97,120.47,1446.92,684.86
1987,"Philadelphia, PA",1649364,17398,1054.83,20.49,66.81,403.55,563.97
1987,"Phoenix, AZ",933177,8181,876.68,11.89,53.9,565.81,245.08
1987,"Pittsburgh, PA",389015,4318,1109.98,9.51,67.61,304.36,728.51
1987,"Portland, OR",390845,8763,2242.07,16.89,104.13,1182.82,938.22
1987,"Prince George's County, MD",589824,1246,211.25,3.39,13.73,105.79,88.33
1987,"Raleigh, NC",182750,1124,615.05,8.21,42.68,354.04,210.12
1987,"Sacramento, CA",331728,3836,1156.37,23.51,72.65,505.23,554.97
1987,"Salt Lake City, UT",159839,1090,681.94,8.13,58.81,313.44,301.55
1987,"San Antonio, TX",920215,6092,662.02,18.91,92.26,197.35,353.5
1987,"San Diego, CA",1040851,9112,875.44,9.22,39.39,495.17,331.65
1987,"San Francisco, CA",767933,9298,1210.78,13.41,58.86,532.47,606.04
1987,"San Jose, CA",730079,4378,599.66,3.29,53.83,413.24,129.3
1987,"Seattle, WA",494426,7096,1435.2,10.92,94.05,731.76,598.47
1987,"St. Louis, MO",429414,9778,2277.06,35.63,77.31,1396.55,767.56
1987,"Suffolk County, NY",1191928,2817,236.34,3.02,16.28,112.09,104.96
1987,"Tampa, FL",285856,8899,3113.11,21.34,103.9,1789.01,1198.86
1987,"Tucson, AZ",374546,3523,940.61,6.14,75.02,616.21,243.23
1987,"Tulsa, OK",369961,3129,845.76,9.46,63.25,482.75,290.3
1987,"Virginia Beach, VA",340158,718,211.08,3.23,36.45,76.73,94.66
1987,"Washington, DC",622000,10016,1610.29,36.17,39.39,817.36,717.36
1987,"Wichita, KS",290702,1566,538.7,8.26,82.56,244.58,203.3
1987,United States,,1483999,612.5,8.3,,,
1988,"Albuquerque, NM",378176,4275,1130.43,12.96,50.24,821.84,245.39
1988,"Arlington, TX",251712,1388,551.42,5.16,43.7,276.9,225.65
1988,"Atlanta, GA",444995,15911,3575.55,48.76,162.02,2022.72,1342.04
1988,"Aurora, CO",219404,2625,1196.42,6.84,57.88,921.13,210.57
1988,"Austin, TX",467423,2508,536.56,9.2,52.84,256.73,217.79
1988,"Baltimore County, MD",692703,6515,940.52,3.46,27.43,670.56,239.06
1988,"Baltimore, MD",763880,14721,1927.14,30.63,67.68,860.61,968.21
1988,"Boston, MA",579921,12175,2099.42,16.04,96.22,1084.8,902.36
1988,"Buffalo, NY",323714,4271,1319.37,13.28,91.44,666.64,548.01
1988,"Charlotte, NC",370492,6815,1839.45,12.42,85.02,1220.27,521.74
1988,"Chicago, IL",2994100,69318,2315.15,22.04,123.41,1201.96,967.74
1988,"Cincinnati, OH",377783,3199,846.78,12.44,78.35,435.44,320.55
1988,"Cleveland, OH",544515,7333,1346.7,25.16,155,469.59,696.95
1988,"Columbus, OH",588428,5802,986.02,11.73,100.95,358.75,514.59
1988,"Dallas, TX",1017818,21135,2076.5,35.96,128.31,964.42,947.81
1988,"Denver, CO",500555,3634,725.99,13.78,73.92,360,278.29
1988,"Detroit, MI",1086714,25805,2374.59,57.88,133.15,989.31,1194.24
1988,"El Paso, TX",501544,4505,898.23,6.18,48.25,626.86,216.93
1988,"Fairfax County, VA",714952,986,137.91,3.22,10.77,47.28,76.65
1988,"Fort Worth, TX",432889,7326,1692.35,22.41,112.96,837.4,719.58
1988,"Fresno, CA",294695,3997,1356.32,13.23,78.39,792.01,472.69
1988,"Honolulu, HI",838656,2186,260.66,3.34,33.74,124.25,99.33
1988,"Houston, TX",1725421,19817,1148.53,25.5,69.9,470.73,582.41
1988,"Indianapolis, IN",483187,5635,1166.22,16.35,87.34,759.54,302.99
1988,"Jacksonville, FL",645024,,,28.99,88.83,,666.49
1988,"Kansas City, MO",447461,8316,1858.49,29.95,105.71,945.33,777.5
1988,"Las Vegas, NV",510941,4024,787.57,10.57,71.05,336.63,369.32
1988,"Long Beach, CA",413667,5153,1245.69,14.02,52.7,539.32,639.64
1988,"Los Angeles County, CA",1116009,12331,1104.92,14.07,33.42,769.8,287.63
1988,"Los Angeles, CA",3402342,66736,1961.47,21.63,58.96,1111.35,769.53
1988,"Louisville, KY",,,,,,,
1988,"Memphis, TN",668935,8914,1332.57,26.01,129.01,510.51,667.03
1988,"Mesa, AZ",267642,1396,521.59,4.11,44.46,375.5,97.52
1988,"Miami-Dade County, FL",937278,16436,1753.59,22.51,73.08,1043.55,614.44
1988,"Miami, FL",389720,12961,3325.72,37.46,105.46,1541.11,1641.69
1988,"Milwaukee, WI",611140,5037,824.2,13.25,65.45,400.07,345.42
1988,"Minneapolis, MN",364745,5500,1507.9,15.08,126.12,663.48,703.23
1988,"Montgomery County, MD",691815,1884,272.33,2.31,25.15,131.83,113.04
1988,"Nashville, TN",502759,5290,1052.19,15.71,92.29,555.53,388.66
1988,"Nassau County, NY",1048192,2021,192.81,2,8.2,84.14,98.46
1988,"New Orleans, LA",538047,8923,1658.41,42.38,74.9,662.21,878.92
1988,"New York City, NY",7346352,162916,2217.64,25.81,46.44,966.87,1178.52
1988,"Newark, NJ",319191,9733,3049.27,36.03,163.54,1463.7,1386
1988,"Oakland, CA",367782,6049,1644.72,30.45,135.41,624.83,854.04
1988,"Oklahoma City, OK",440136,3986,905.63,13.63,85.66,496.21,310.13
1988,"Omaha, NE",377958,2774,733.94,7.41,57.15,481.53,187.85
1988,"Orlando, FL",155673,3587,2304.19,17.99,185.65,1311.08,789.48
1988,"Philadelphia, PA",1657285,17082,1030.72,22.57,55.03,418.64,534.49
1988,"Phoenix, AZ",951717,8477,890.71,11.14,46.76,568.24,264.57
1988,"Pittsburgh, PA",387190,4118,1063.56,4.91,60.44,342.98,655.23
1988,"Portland, OR",387659,8686,2240.63,11.61,95.96,1196.15,936.91
1988,"Prince George's County, MD",598855,6014,1004.25,15.7,63.96,499.79,424.81
1988,"Raleigh, NC",188308,1177,625.04,5.84,34.52,406.78,177.9
1988,"Sacramento, CA",340483,3582,1052.03,19.97,55.22,503.4,473.45
1988,"Salt Lake City, UT",162005,1036,639.49,9.26,55.55,274.07,300.61
1988,"San Antonio, TX",935729,5273,563.52,15.28,57.17,185.52,305.54
1988,"San Diego, CA",1073466,9171,854.34,13.41,36.24,506.21,298.47
1988,"San Francisco, CA",753927,9667,1282.22,12.2,60.09,564.38,645.55
1988,"San Jose, CA",732022,4689,640.55,5.05,59.83,446.16,129.5
1988,"Seattle, WA",505380,6879,1361.15,11.08,86.87,727.18,536.03
1988,"St. Louis, MO",425187,10481,2465.03,32.93,71.73,1577.89,782.48
1988,"Suffolk County, NY",1195644,2984,249.57,2.59,10.87,143.27,92.84
1988,"Tampa, FL",293732,,,,,,
1988,"Tucson, AZ",383174,3527,920.47,8.09,73.33,638.61,200.43
1988,"Tulsa, OK",373602,3462,926.65,9.37,69.59,577.89,269.81
1988,"Virginia Beach, VA",355562,717,201.65,7.59,30.37,71.72,91.97
1988,"Washington, DC",620000,11913,1921.45,59.52,26.61,917.74,917.58
1988,"Wichita, KS",292733,1655,565.36,5.12,81.3,264.4,214.53
1988,United States,,1566221,640.6,8.5,,,
1989,"Albuquerque, NM",384801,4696,1220.37,10.65,46.26,895.27,268.19
1989,"Arlington, TX",259796,1550,596.62,4.23,33.87,346.04,212.47
1989,"Atlanta, GA",426482,16852,3951.4,57.68,162.02,2138.19,1593.5
1989,"Aurora, CO",219780,2859,1300.85,3.19,54.6,1071.07,171.99
1989,"Austin, TX",468907,2605,555.55,6.61,50.12,281.51,217.31
1989,"Baltimore County, MD",700068,7237,1033.76,4.86,31.43,739.79,257.69
1989,"Baltimore, MD",763138,15618,2046.55,34.33,70.89,897.48,1043.85
1989,"Boston, MA",580095,12919,2227.05,17.07,83.26,1115.51,1011.21
1989,"Buffalo, NY",314284,4479,1425.14,11.77,85.27,746.14,581.96
1989,"Charlotte, NC",372612,7640,2050.39,19.59,87.22,1307.79,635.78
1989,"Chicago, IL",2988260,73590,2462.64,24.83,121.98,1258.76,1057.07
1989,"Cincinnati, OH",372282,3690,991.18,12.09,94.28,501.23,383.58
1989,"Cleveland, OH",523906,7965,1520.31,27.49,159.76,560.98,772.09
1989,"Columbus, OH",572341,5986,1045.88,15.72,94.87,388.93,546.35
1989,"Dallas, TX",996320,21228,2130.64,35.23,118.94,1028.79,947.69
1989,"Denver, CO",494589,3572,722.22,11.12,65.71,389.21,256.17
1989,"Detroit, MI",1039599,24956,2400.54,60.02,136.98,1058.68,1144.86
1989,"El Paso, TX",515607,4722,915.81,7.95,46.74,640.22,220.9
1989,"Fairfax County, VA",742741,1047,140.96,3.77,13.73,52.37,71.09
1989,"Fort Worth, TX",430481,6668,1548.96,26.25,105.46,830.7,586.55
1989,"Fresno, CA",315218,4289,1360.65,13.32,74.23,789.3,483.79
1989,"Honolulu, HI",848959,2165,255.02,5.07,31.69,122.97,95.29
1989,"Houston, TX",1713499,19528,1139.66,26.79,67.23,472.54,573.1
1989,"Indianapolis, IN",484056,5859,1210.4,8.47,99.78,729.05,373.1
1989,"Jacksonville, FL",654737,9449,1443.17,25.2,93.01,723.19,601.77
1989,"Kansas City, MO",440435,8996,2042.53,31.79,115.11,1027.39,868.23
1989,"Las Vegas, NV",536148,4094,763.6,12.5,56.89,312.6,381.61
1989,"Long Beach, CA",426025,7169,1682.77,19.95,57.98,721.55,883.28
1989,"Los Angeles County, CA",1046235,15563,1487.52,16.82,36.89,1046.42,387.39
1989,"Los Angeles, CA",3441449,77297,2246.06,25.48,58,1259.96,902.61
1989,"Louisville, KY",,,,,,,
1989,"Memphis, TN",651081,8030,1233.33,21.66,119.95,511,580.73
1989,"Mesa, AZ",285883,1400,489.71,3.5,29.73,381.97,74.51
1989,"Miami-Dade County, FL",972785,19140,1967.55,20.87,78.95,1057.99,809.74
1989,"Miami, FL",381206,14093,3696.95,34.63,74.76,1675.47,1912.09
1989,"Milwaukee, WI",600898,4270,710.6,18.64,76.72,213.35,401.9
1989,"Minneapolis, MN",348384,5367,1540.54,13.2,132.61,670.24,724.49
1989,"Montgomery County, MD",705979,1896,268.56,2.97,27.48,119.83,118.28
1989,"Nashville, TN",501398,5230,1043.08,13.76,95.33,613.29,320.7
1989,"Nassau County, NY",1046197,1827,174.63,2.49,4.97,75.22,91.95
1989,"New Orleans, LA",528589,10203,1930.23,47.48,73.4,778.49,1030.86
1989,"New York City, NY",7369454,169487,2299.86,25.85,44.16,962.77,1267.08
1989,"Newark, NJ",313839,10340,3294.68,34.09,119.81,1448.83,1691.95
1989,"Oakland, CA",366305,5555,1516.5,35.22,120.66,480.47,880.14
1989,"Oklahoma City, OK",431982,4307,997.03,14.12,81.48,527.11,374.32
1989,"Omaha, NE",355110,2751,774.69,6.48,52.94,535.33,179.94
1989,"Orlando, FL",160197,3343,2086.81,11.86,109.86,1222.87,742.21
1989,"Philadelphia, PA",1652188,18054,1092.73,28.75,47.45,397.17,619.36
1989,"Phoenix, AZ",941948,8481,900.37,13.38,42.36,567.02,277.62
1989,"Pittsburgh, PA",376412,4579,1216.49,8.24,58.18,493.61,656.46
1989,"Portland, OR",425788,8052,1891.08,8.92,97.47,1158.32,626.37
1989,"Prince George's County, MD",608611,6550,1076.22,19.39,43.05,497.69,516.09
1989,"Raleigh, NC",189132,1248,659.86,7.93,53.93,397.08,200.92
1989,"Sacramento, CA",347172,3658,1053.66,12.67,53.86,510.7,476.42
1989,"Salt Lake City, UT",154304,1197,775.74,11.67,88.14,362.27,313.67
1989,"San Antonio, TX",949691,5253,553.13,17.69,50.23,199.85,285.36
1989,"San Diego, CA",1098639,10124,921.5,11.01,37.32,546.86,326.31
1989,"San Francisco, CA",750964,10064,1340.14,9.72,50.6,613.34,666.48
1989,"San Jose, CA",757964,4535,598.31,5.01,52.64,409.39,131.27
1989,"Seattle, WA",514398,6878,1337.1,7.39,92.92,760.89,475.9
1989,"St. Louis, MO",405066,12644,3121.47,39.01,81.47,1959.19,1041.81
1989,"Suffolk County, NY",1194717,2844,238.05,2.43,10.63,117.35,107.64
1989,"Tampa, FL",289463,7910,2732.65,19.69,60.46,1568.77,1083.73
1989,"Tucson, AZ",393319,3187,810.28,10.17,59.75,565.95,174.41
1989,"Tulsa, OK",366297,4350,1187.56,8.74,83.81,708.44,386.57
1989,"Virginia Beach, VA",370316,762,205.77,4.59,35.92,79.39,85.87
1989,"Washington, DC",604000,12936,2141.72,71.85,30.79,956.13,1082.95
1989,"Wichita, KS",297391,2302,774.07,9.75,89.11,349.04,326.17
1989,United States,,1646037,666.9,8.7,,,
1990,"Albuquerque, NM",384736,5121,1331.04,8.84,57.7,996.79,267.72
1990,"Arlington, TX",261721,1876,716.79,3.06,53.11,436.72,223.9
1990,"Atlanta, GA",394017,16097,4085.36,58.63,176.39,2299.9,1550.44
1990,"Aurora, CO",222103,3191,1436.72,3.6,76.54,1177.83,178.75
1990,"Austin, TX",465622,3326,714.31,9.88,60.13,330.53,313.77
1990,"Baltimore County, MD",692134,6957,1005.15,4.91,37.13,716.48,246.63
1990,"Baltimore, MD",736014,17942,2437.73,41.44,93.34,1015.33,1287.61
1990,"Boston, MA",574283,13664,2379.31,24.9,93.86,1211.95,1048.61
1990,"Buffalo, NY",328123,5275,1607.63,11.28,108.19,826.21,661.95
1990,"Charlotte, NC",395934,9119,2303.16,23.49,96.99,1372.45,810.24
1990,"Chicago, IL",2783726,82728,2971.84,30.57,129.57,1476.94,1334.76
1990,"Cincinnati, OH",364040,4476,1229.54,13.46,106.58,666.41,443.08
1990,"Cleveland, OH",505616,9190,1817.58,33.23,167.32,644.56,972.48
1990,"Columbus, OH",632910,7022,1109.48,14.06,102.23,433.71,559.48
1990,"Dallas, TX",1006877,24550,2438.23,44.39,133.48,1211.07,1049.28
1990,"Denver, CO",467610,4205,899.25,14.33,80.2,524.15,280.58
1990,"Detroit, MI",1027974,27747,2699.19,56.62,161.19,1215.79,1265.6
1990,"El Paso, TX",515342,5111,991.77,6.6,49.68,667.52,267.98
1990,"Fairfax County, VA",787593,1013,128.62,3.43,13.33,49.64,62.21
1990,"Fort Worth, TX",447619,7826,1748.36,29.04,96.51,997.05,625.76
1990,"Fresno, CA",354202,4399,1241.95,18.63,72.84,701.01,449.46
1990,"Honolulu, HI",836231,2412,288.44,4.07,33.24,144.82,106.31
1990,"Houston, TX",1630553,22637,1388.3,34.83,81.87,479.16,792.43
1990,"Indianapolis, IN",483549,6224,1287.15,11.99,111.88,823.7,339.57
1990,"Jacksonville, FL",636680,11654,1830.43,27.64,110.57,1069.77,622.45
1990,"Kansas City, MO",434711,11087,2550.43,27.83,118.93,1370.34,1033.33
1990,"Las Vegas, NV",616243,4510,731.85,12.82,60.2,297.12,361.71
1990,"Long Beach, CA",429433,8403,1956.77,24.68,69.39,886.28,976.4
1990,"Los Angeles County, CA",970620,17404,1793.08,22.15,41.21,1249.2,480.52
1990,"Los Angeles, CA",3485398,83809,2404.57,28.2,57.78,1282.9,1035.69
1990,"Louisville, KY",,,,,,,
1990,"Memphis, TN",610337,9082,1488.03,31.95,136.15,639.65,680.28
1990,"Mesa, AZ",288091,1724,598.42,3.12,32.98,466.87,95.46
1990,"Miami-Dade County, FL",1036888,20130,1941.39,20.54,77.35,1036.47,807.03
1990,"Miami, FL",358548,15607,4352.83,35.98,83.39,1954.27,2279.19
1990,"Milwaukee, WI",628100,6282,1000.16,24.68,78.81,236.59,660.09
1990,"Minneapolis, MN",368383,4695,1274.49,14.93,166.95,398.23,694.39
